"customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
18085,913,2006-05-01,12,245
26841,1523,2006-06-21,14,194
18382,679,2006-08-04,8,150
16329,1368,2006-05-02,12,244
4616,1110,2006-06-03,8,212
10548,901,2006-12-03,7,29
30439,1111,2005-10-05,10,453
17370,739,2006-06-04,6,211
16996,1443,2006-10-04,19,89
30260,2106,2006-10-13,18,80
15858,622,2005-11-06,6,421
30761,983,2006-09-01,10,122
25276,607,2006-07-22,6,163
20218,949,2006-06-09,10,206
2831,1333,2006-06-09,17,206
34498,820,2006-06-25,10,190
36340,1056,2006-05-22,12,224
11439,843,2006-05-09,9,237
34426,705,2006-11-22,8,40
2875,937,2005-07-25,11,525
29955,460,2006-05-01,9,245
10728,1375,2006-11-20,16,42
7343,1265,2006-08-28,15,126
3036,807,2006-11-10,7,52
15638,1323,2006-08-28,16,126
31312,450,2006-03-16,9,291
23459,536,2006-03-03,7,304
9010,809,2006-11-01,10,61
523,975,2006-08-17,12,137
1365,1076,2006-08-18,10,136
8665,751,2006-11-10,8,52
3108,158,2006-05-29,5,217
34819,1399,2006-09-26,15,97
37469,1361,2006-09-17,14,106
28554,1622,2006-08-05,16,149
2647,1456,2006-10-08,12,85
26661,707,2006-09-01,8,122
9552,733,2006-12-26,8,6
23296,906,2006-08-10,10,144
18350,1300,2006-10-10,15,83
11427,900,2006-07-05,7,180
18557,752,2006-10-22,8,71
7901,788,2006-02-12,8,323
12546,1003,2006-09-20,8,103
35647,1545,2006-08-24,15,130
979,1884,2006-10-04,21,89
33751,1274,2006-05-14,12,232
8494,1805,2006-11-05,15,57
23359,282,2006-04-19,6,257
3124,494,2006-03-30,7,277
9988,436,2005-10-04,5,454
14350,884,2005-09-28,7,460
22189,836,2006-07-01,9,184
13548,1325,2006-08-03,12,151
37896,1163,2006-10-25,10,68
36351,781,2006-09-29,7,94
14048,743,2006-03-30,8,277
26280,1547,2006-08-04,21,150
509,836,2006-12-05,11,27
7851,1845,2006-11-11,16,51
20237,642,2005-04-18,8,623
9535,822,2006-09-16,9,107
27088,796,2005-10-22,7,436
7886,1240,2006-05-05,12,241
37557,1165,2006-10-28,10,65
33970,1537,2006-06-06,16,209
22740,566,2006-03-07,7,300
8752,1038,2006-11-07,11,55
18480,758,2006-11-02,6,60
7091,939,2006-08-27,12,127
387,1053,2005-11-12,9,415
4989,674,2006-09-30,6,93
34361,869,2006-07-15,9,170
27017,944,2005-10-28,7,430
17703,586,2005-10-12,6,446
30888,1062,2006-07-22,11,163
28114,456,2005-07-31,5,519
23158,829,2006-09-08,11,115
25875,1299,2006-10-02,13,91
17277,1187,2006-07-18,12,167
16103,532,2006-06-07,6,208
13855,996,2006-04-15,10,261
25174,406,2006-06-21,6,194
5037,765,2006-06-21,10,194
4668,562,2006-04-08,6,268
10671,793,2006-09-08,9,115
11801,1456,2006-11-11,16,51
39902,1167,2006-01-17,8,349
6240,706,2006-06-04,11,211
21215,1018,2006-03-21,12,286
20040,1443,2006-10-05,14,88
8408,480,2005-09-18,6,470
36441,865,2006-10-02,9,91
12122,802,2006-12-19,10,13
2968,880,2006-10-25,7,68
25086,587,2006-12-05,8,27
13451,470,2006-08-16,4,138
36027,318,2006-11-20,6,42
14321,735,2006-01-22,8,344
4579,603,2006-12-22,7,10
17384,1067,2006-07-30,11,155
24564,507,2006-12-19,6,13
36386,1235,2006-10-03,11,90
17171,896,2005-12-18,9,379
14593,1353,2006-08-21,13,133
35187,1073,2006-06-24,12,191
2632,1594,2006-06-12,14,203
15848,410,2006-06-19,7,196
9291,532,2005-12-08,7,389
34723,1026,2006-03-08,11,299
24478,1146,2006-06-20,11,195
12734,1503,2006-11-20,16,42
18289,1062,2006-06-30,9,185
17893,1009,2006-12-27,13,5
18209,1941,2006-10-13,15,80
18364,1476,2006-07-25,13,160
38321,861,2006-06-21,7,194
30266,1395,2006-12-30,15,2
18415,1367,2006-08-16,12,138
23956,869,2006-05-30,8,216
9399,1169,2006-05-30,9,216
18660,439,2005-06-16,5,564
4609,1356,2006-07-26,16,159
4485,186,2005-08-25,5,494
24376,554,2006-07-01,8,184
2358,410,2005-11-04,7,423
31375,402,2006-05-19,5,227
7979,1467,2006-09-15,13,108
12318,594,2006-07-26,7,159
30584,335,2006-10-15,5,78
22504,710,2006-04-17,9,259
3675,1300,2006-06-11,11,204
30019,1455,2006-08-15,13,139
35031,1382,2006-07-30,15,155
15102,721,2006-12-16,9,16
27929,667,2006-08-08,12,146
26478,690,2006-07-21,7,164
30249,959,2006-10-02,12,91
820,1013,2006-08-02,8,152
26255,751,2006-07-27,9,158
19479,1562,2006-08-17,14,137
36026,841,2005-09-10,6,478
24801,826,2005-09-08,7,480
23458,960,2005-09-29,9,459
10101,1354,2005-11-21,14,406
3851,1170,2006-10-07,11,86
30332,491,2006-07-20,7,165
27522,1238,2006-03-06,11,301
39075,1369,2006-07-07,12,178
32947,754,2006-03-23,10,284
6957,1300,2006-02-19,12,316
22928,836,2006-05-22,7,224
10648,830,2006-08-29,9,125
35823,659,2006-06-17,6,198
7511,925,2006-11-14,10,48
188,1018,2006-08-04,9,150
20260,943,2006-10-10,10,83
15659,921,2006-12-04,7,28
39478,1328,2006-06-18,13,197
30339,1176,2006-04-29,12,247
7982,1010,2006-02-19,9,316
8725,1043,2006-11-01,12,61
24606,436,2005-10-11,5,447
21937,805,2006-12-27,8,5
21672,1576,2006-10-21,13,72
8321,873,2006-08-19,9,135
10219,872,2006-10-22,13,71
19108,483,2006-09-23,6,100
34995,1376,2006-07-29,13,156
37054,987,2006-08-16,9,138
33978,906,2006-08-14,12,140
39882,810,2006-11-17,8,45
21393,1502,2006-09-10,12,113
24138,711,2006-09-04,7,119
25938,1003,2006-07-12,11,173
34189,341,2005-09-15,3,473
12805,857,2006-09-07,13,116
32806,854,2006-08-26,10,128
7440,1148,2006-11-09,11,53
21007,1118,2006-05-30,10,216
30181,1021,2006-09-26,9,97
2858,506,2006-04-15,7,261
18728,1134,2006-10-05,10,88
10549,1308,2006-09-22,10,101
4884,1039,2006-11-04,9,58
31639,877,2006-07-30,10,155
37124,404,2005-11-30,4,397
6495,741,2006-11-01,8,61
29412,838,2006-05-12,9,234
27248,1351,2006-12-08,11,24
4453,740,2006-08-15,10,139
9091,1070,2006-09-08,10,115
37646,330,2006-09-28,7,95
2488,885,2006-03-25,9,282
29499,1279,2006-06-18,12,197
8215,1079,2006-11-14,11,48
33752,1147,2006-05-19,10,227
5735,1287,2006-04-11,13,265
37206,744,2006-11-17,6,45
20417,1184,2006-06-27,11,188
12581,951,2005-12-11,11,386
15459,1160,2006-09-23,11,100
14421,286,2006-07-14,4,171
10627,639,2006-11-05,6,57
36254,697,2006-10-21,9,72
38267,858,2006-08-08,6,146
27191,647,2006-11-26,9,36
22426,1197,2006-07-02,11,183
35862,638,2006-09-05,12,118
7272,709,2006-03-04,8,303
8926,758,2006-11-24,10,38
10553,1232,2006-08-27,13,127
15285,1018,2006-05-06,12,240
19937,443,2006-10-21,7,72
10529,1722,2006-07-08,17,177
28220,1139,2006-08-16,14,138
18674,544,2006-07-03,5,182
318,1213,2006-05-20,12,226
19692,1128,2005-11-10,10,417
23195,879,2006-08-12,13,142
24330,859,2006-08-22,7,132
19341,728,2006-05-07,7,239
16636,1292,2006-07-16,12,169
24248,850,2006-10-29,13,64
24968,907,2006-08-04,9,150
658,1424,2006-06-24,12,191
28868,863,2006-09-15,9,108
6654,1289,2006-04-23,12,253
13972,1533,2006-06-20,14,195
19412,1096,2006-08-09,11,145
8308,394,2006-08-31,4,123
2733,1116,2006-12-13,9,19
15825,964,2006-08-31,9,123
20559,479,2006-10-21,7,72
35863,495,2005-12-24,7,373
31793,806,2006-07-23,9,162
38605,1128,2006-08-31,13,123
15895,1511,2006-11-21,15,41
16919,1372,2006-10-24,11,69
20882,967,2006-06-04,9,211
10186,925,2006-10-28,13,65
22351,1575,2006-11-18,14,44
3140,1033,2006-09-21,11,102
5030,1107,2006-04-07,10,269
7207,712,2006-06-25,11,190
37489,1289,2006-06-26,10,189
35182,741,2006-02-15,8,320
11214,1100,2006-09-24,13,99
16294,1375,2006-08-22,15,132
7065,1086,2006-10-23,12,70
7238,1874,2006-11-12,17,50
6043,563,2005-06-06,5,574
7889,212,2006-07-09,3,176
26561,881,2006-11-26,8,36
35533,742,2006-10-08,9,85
20924,620,2005-08-03,7,516
36287,778,2006-07-27,9,158
4071,731,2006-11-07,9,55
25365,605,2006-07-01,8,184
7465,903,2006-06-16,6,199
12334,1493,2006-11-20,16,42
26851,701,2006-03-17,7,290
32252,843,2006-08-04,8,150
15089,1363,2006-11-30,11,32
38818,988,2006-12-14,9,18
39058,772,2005-10-29,10,429
31785,883,2006-07-06,10,179
24524,1700,2006-09-01,17,122
34237,1072,2006-09-22,12,101
1179,1348,2006-11-03,12,59
28802,288,2006-08-13,8,141
35959,728,2006-08-18,10,136
612,1009,2006-10-29,12,64
29188,1070,2006-02-22,10,313
14150,771,2006-06-15,7,200
19027,1333,2006-07-28,15,157
27176,863,2006-12-15,11,17
17141,603,2006-03-16,8,291
9785,611,2006-12-12,9,20
28467,736,2006-05-23,9,223
14584,988,2006-09-06,11,117
26632,389,2006-06-21,4,194
14804,544,2005-11-15,7,412
1165,1233,2006-12-24,12,8
21720,1447,2006-08-17,11,137
27382,805,2006-08-20,8,134
18460,1742,2006-08-28,12,126
27296,1055,2006-07-14,10,171
1130,612,2005-11-01,9,426
27085,586,2006-07-07,8,178
25113,605,2006-01-29,7,337
36882,991,2006-10-20,11,73
13803,662,2006-09-28,5,95
33962,1454,2006-10-21,12,72
31805,863,2005-08-19,10,500
15351,1049,2005-08-15,9,504
39392,671,2006-10-24,9,69
28190,1227,2006-07-23,12,162
15368,808,2006-04-08,9,268
23307,987,2005-07-27,11,523
38241,1016,2006-08-13,10,141
9345,1562,2006-03-22,12,285
25832,1440,2006-10-06,15,87
13510,1807,2006-02-02,16,333
27962,754,2006-09-30,7,93
22682,675,2006-10-05,9,88
17844,650,2006-10-13,10,80
36311,635,2006-01-17,7,349
25287,1069,2006-04-30,10,246
28020,795,2006-05-09,8,237
38502,1198,2006-06-02,13,213
435,1064,2006-05-19,7,227
20212,813,2006-06-08,10,207
18980,1006,2006-07-30,6,155
28612,913,2006-06-12,12,203
23838,1246,2006-09-09,13,114
21157,522,2006-12-03,5,29
456,1290,2006-09-24,13,99
11708,1360,2006-09-20,12,103
7436,1099,2006-10-10,12,83
14793,340,2006-08-05,7,149
11335,741,2006-11-02,8,60
21358,1254,2006-10-12,12,81
29845,1399,2006-07-24,14,161
6166,800,2006-08-24,8,130
30800,750,2006-02-21,11,314
3492,949,2005-10-02,10,456
12611,902,2005-08-14,10,505
31376,897,2006-09-06,10,117
2487,1302,2006-10-09,13,84
24345,760,2006-08-09,8,145
35987,1481,2006-10-23,16,70
4839,827,2006-04-29,9,247
16312,780,2005-11-25,9,402
6955,1014,2006-10-15,11,78
39227,483,2006-09-05,7,118
28735,736,2006-04-27,9,249
10689,742,2006-08-12,8,142
20510,834,2005-10-13,7,445
6557,1101,2006-11-16,12,46
358,960,2006-06-05,9,210
13495,746,2006-07-26,9,159
14046,1343,2006-11-10,13,52
10435,960,2006-09-14,13,109
20418,1167,2006-09-27,12,96
6582,993,2006-12-16,11,16
19839,940,2006-07-01,11,184
8191,627,2006-08-26,7,128
37443,584,2006-05-10,9,236
18114,1703,2006-04-18,13,258
15101,842,2005-12-29,10,368
9533,856,2006-06-09,9,206
21410,1477,2006-05-01,14,245
33054,1143,2005-10-12,11,446
11822,393,2005-09-20,4,468
35578,455,2005-09-01,6,487
14212,377,2006-07-10,4,175
39847,577,2006-11-20,9,42
35110,876,2005-11-13,11,414
16203,504,2005-10-13,6,445
12420,405,2006-05-28,4,218
21099,378,2006-10-26,5,67
31845,1079,2006-04-13,10,263
25341,630,2006-05-10,5,236
38444,1659,2006-11-03,16,59
24055,718,2005-10-05,8,453
26462,551,2005-10-01,5,457
29559,1291,2006-09-09,12,114
33063,650,2005-07-22,6,528
21730,750,2006-06-20,9,195
8682,553,2006-05-04,7,242
16354,1225,2006-07-28,13,157
19116,559,2006-12-25,8,7
24317,778,2006-05-14,9,232
8352,891,2006-05-15,9,231
37039,1427,2006-06-01,14,214
33164,1227,2006-09-26,11,97
10106,1196,2005-11-07,11,420
10150,1179,2006-11-28,10,34
36362,523,2006-09-22,10,101
20531,630,2006-01-23,7,343
38100,1115,2006-11-10,11,52
29644,1135,2006-12-05,12,27
31500,1121,2006-10-06,11,87
29134,1260,2006-05-03,11,243
22184,1163,2006-10-01,12,92
8374,1016,2006-12-18,9,14
33429,1181,2005-11-15,12,412
11008,969,2006-12-13,11,19
19143,692,2005-11-28,8,399
5400,598,2006-06-07,6,208
32870,1134,2006-07-27,10,158
7840,827,2006-11-09,11,53
11569,633,2006-10-21,11,72
21283,716,2006-07-10,7,175
19586,905,2006-11-08,8,54
22208,489,2006-10-12,6,81
4507,1428,2006-09-17,16,106
20349,934,2006-12-18,9,14
25597,878,2006-01-24,9,342
30894,536,2005-11-07,5,420
38060,357,2006-05-14,6,232
26557,1156,2006-07-20,12,165
9450,593,2006-08-02,6,152
37219,635,2005-12-10,6,387
31636,605,2006-09-06,6,117
18428,804,2006-06-26,7,189
31130,649,2006-12-01,7,31
9469,1282,2006-07-05,12,180
30669,1385,2006-01-28,13,338
6565,479,2005-07-23,5,527
25467,1160,2006-01-20,13,346
10965,514,2006-06-10,6,205
26346,925,2006-12-17,8,15
28258,848,2006-10-12,14,81
25161,1246,2005-10-27,10,431
14702,730,2006-08-19,6,135
23262,1171,2006-10-03,12,90
20623,286,2006-04-14,5,262
14661,867,2006-04-15,10,261
14744,1324,2006-07-04,12,181
18912,1318,2006-11-11,13,51
24353,427,2006-08-17,6,137
32113,1609,2006-10-14,15,79
35220,1531,2006-07-13,13,172
21468,1090,2005-07-24,9,526
30958,589,2006-02-19,7,316
30988,918,2006-06-28,7,187
16766,1077,2005-12-20,15,377
29243,720,2006-07-01,10,184
38892,557,2006-08-21,8,133
30296,1264,2006-12-17,9,15
13404,1060,2006-08-18,10,136
12366,1040,2006-08-13,12,141
23397,1446,2006-11-06,13,56
31159,821,2006-09-11,10,112
21146,590,2006-08-07,7,147
2848,604,2006-04-08,7,268
31007,1866,2006-09-23,18,100
19616,814,2006-11-15,10,47
16186,397,2006-08-21,3,133
18600,659,2006-08-13,11,141
21530,1045,2006-11-26,10,36
19457,751,2006-10-13,7,80
12064,739,2006-08-03,9,151
28437,430,2006-06-16,5,199
2686,375,2006-08-14,7,140
13962,545,2006-05-09,6,237
16863,1177,2006-12-28,13,4
22181,1214,2006-09-04,11,119
13634,707,2006-08-20,6,134
37551,1256,2005-11-16,12,411
34834,607,2006-08-09,7,145
29596,573,2005-07-07,5,543
22163,873,2006-12-23,9,9
24617,1254,2006-12-28,13,4
5714,380,2006-10-23,5,70
19577,833,2006-07-01,12,184
23435,647,2006-06-26,11,189
19134,837,2006-09-09,9,114
30754,1174,2006-07-13,12,172
25453,1010,2006-05-06,10,240
28517,1087,2006-06-19,12,196
24401,184,2006-11-23,3,39
16140,1209,2006-09-25,9,98
31268,1061,2006-09-04,11,119
15512,625,2006-11-02,8,60
22480,1353,2006-08-03,14,151
10564,1355,2006-07-09,13,176
38883,1444,2006-07-16,9,169
25641,699,2006-10-23,9,70
24227,620,2006-09-19,6,104
22260,951,2006-08-31,8,123
14263,875,2006-06-29,11,186
15761,1410,2006-04-27,10,249
5254,1144,2006-04-11,8,265
215,1099,2006-07-18,11,167
9728,783,2006-12-08,9,24
35324,928,2006-08-09,10,145
30167,769,2006-05-18,10,228
6552,1446,2006-09-02,12,121
1633,595,2006-07-08,5,177
19660,607,2006-02-26,6,309
27931,1409,2006-10-11,13,82
13609,1036,2006-06-25,11,190
6953,523,2006-06-05,6,210
29794,1397,2006-05-31,13,215
11786,650,2006-09-20,8,103
31916,1049,2006-06-18,11,197
17019,985,2006-07-02,11,183
12284,484,2006-10-09,5,84
1285,876,2005-09-11,10,477
18922,1631,2006-07-02,17,183
34488,1159,2006-09-06,9,117
25493,895,2006-10-04,10,89
1161,718,2006-11-29,10,33
8724,631,2006-03-06,8,301
19013,553,2006-10-15,7,78
8577,1176,2006-10-01,10,92
22056,631,2005-07-10,5,540
23470,570,2006-09-19,9,104
2115,778,2006-03-25,10,282
4127,634,2006-03-30,9,277
32671,1260,2006-09-27,13,96
38235,385,2006-06-14,7,201
24020,383,2006-07-26,4,159
25203,296,2006-09-09,2,114
18752,590,2006-07-19,6,166
9492,825,2006-09-19,10,104
11709,926,2006-07-09,10,176
8007,654,2006-08-30,7,124
14137,924,2006-11-05,9,57
34279,839,2006-01-19,7,347
8970,843,2006-07-16,7,169
26088,575,2006-06-14,8,201
10405,770,2006-12-23,10,9
18076,1260,2006-08-15,13,139
16413,990,2005-11-27,9,400
5425,1048,2006-09-26,10,97
17085,904,2006-08-22,9,132
8322,911,2006-06-20,8,195
29777,1341,2006-08-08,12,146
9350,1410,2006-11-03,13,59
828,564,2006-07-30,6,155
26616,826,2005-12-05,7,392
35996,1746,2006-05-31,15,215
28557,1104,2006-08-11,11,143
1241,781,2005-10-03,8,455
20370,462,2006-11-25,10,37
7322,919,2006-06-13,12,202
13611,929,2006-10-08,8,85
21558,760,2006-11-18,9,44
5824,1097,2006-02-04,12,331
20975,966,2006-03-07,8,300
2934,1730,2006-06-28,15,187
36054,1006,2006-06-04,7,211
24309,1325,2006-06-07,16,208
23115,1012,2006-08-15,15,139
31763,808,2006-01-04,6,362
19817,1272,2006-09-14,10,109
20957,1290,2006-08-31,14,123
38929,1784,2006-08-25,14,129
19637,1514,2006-10-01,13,92
36141,349,2006-03-03,5,304
12782,840,2006-11-13,11,49
11300,1109,2006-08-03,12,151
15953,874,2006-09-02,8,121
37325,1473,2006-08-23,17,131
29011,1307,2006-09-20,14,103
38743,829,2006-11-19,12,43
34598,1454,2006-01-31,10,335
31937,1446,2006-10-09,15,84
23008,1017,2006-08-20,11,134
33957,1027,2006-01-08,10,358
36494,1256,2006-11-04,13,58
30720,1106,2006-06-03,9,212
13136,1284,2006-06-16,10,199
17291,442,2006-08-20,4,134
19631,728,2006-09-20,8,103
36172,1091,2006-06-16,8,199
3280,1071,2006-10-11,12,82
30831,688,2006-08-19,7,135
8537,760,2006-07-15,6,170
30096,974,2006-08-02,12,152
20914,1187,2006-03-20,10,287
10111,730,2006-11-17,9,45
17079,1206,2006-05-28,10,218
7622,1322,2006-09-30,11,93
39286,532,2006-04-15,4,261
17801,687,2006-05-02,9,244
29405,1210,2006-07-15,15,170
19991,784,2006-07-23,7,162
26715,616,2006-04-13,6,263
3848,1203,2006-10-10,9,83
13927,567,2006-06-01,9,214
11093,234,2006-05-05,5,241
15766,1023,2006-08-16,12,138
22920,898,2005-12-06,10,391
16367,815,2006-09-24,8,99
29447,358,2005-07-01,4,549
30283,529,2005-12-08,6,389
29935,899,2006-11-05,15,57
37141,640,2006-07-23,5,162
35164,623,2005-11-15,4,412
28237,1053,2006-10-16,12,77
22701,681,2006-06-01,7,214
18341,1014,2005-08-11,9,508
29934,867,2006-11-09,10,53
27130,1052,2006-09-28,11,95
5587,1030,2005-09-30,10,458
36203,1262,2006-12-04,14,28
2685,891,2006-01-18,8,348
12369,1211,2006-05-20,9,226
9180,1634,2006-12-03,16,29
32210,1019,2006-08-26,13,128
35165,638,2006-06-22,10,193
34669,549,2006-03-04,7,303
19217,1019,2006-04-23,8,253
26001,660,2006-04-18,6,258
34194,713,2006-03-13,10,294
33992,610,2005-11-19,6,408
29747,456,2005-08-10,4,509
7439,403,2006-04-26,5,250
21909,1221,2006-12-12,11,20
33048,1739,2006-06-24,15,191
39120,1034,2006-10-02,10,91
4990,1090,2006-07-21,10,164
32851,1069,2006-10-25,10,68
33837,723,2005-12-27,9,370
26021,935,2006-08-18,10,136
11224,1233,2006-09-09,8,114
22033,1392,2006-07-10,14,175
9544,754,2005-11-05,7,422
8030,872,2006-07-24,10,161
30195,1426,2006-06-27,11,188
9620,647,2006-09-09,9,114
17420,1140,2006-11-26,11,36
5871,808,2006-11-03,7,59
35753,685,2006-09-24,9,99
1168,533,2005-11-25,9,402
23990,907,2006-11-28,9,34
24254,1463,2006-11-25,13,37
35057,582,2006-04-26,6,250
7122,1327,2006-12-25,10,7
35502,924,2006-05-30,9,216
27109,1049,2006-10-07,11,86
20651,1499,2006-06-18,15,197
28364,645,2006-09-12,8,111
1939,993,2006-07-24,10,161
37593,1133,2006-08-16,13,138
18497,765,2005-09-27,11,461
19124,748,2006-06-21,9,194
24010,723,2006-10-23,8,70
25145,958,2006-11-23,12,39
12170,894,2006-02-20,6,315
30799,650,2006-07-30,5,155
385,1238,2006-04-19,12,257
36560,1202,2006-06-29,12,186
30744,874,2006-10-20,11,73
24158,1121,2006-10-16,12,77
11157,2060,2006-08-21,17,133
6852,709,2006-10-18,10,75
8113,770,2006-04-22,10,254
196,1023,2006-10-12,11,81
22866,775,2006-05-13,8,233
4427,684,2006-02-20,7,315
23578,555,2006-07-28,6,157
33602,1095,2006-12-02,11,30
11063,1176,2006-09-03,10,120
10057,1157,2006-11-02,10,60
24322,1323,2006-03-05,12,302
24052,987,2006-08-10,9,144
38806,790,2006-12-10,7,22
18983,1075,2006-09-12,11,111
35846,807,2005-08-25,7,494
17896,1345,2006-07-29,13,156
7676,728,2006-08-03,6,151
24332,515,2006-09-25,9,98
30881,1335,2006-08-03,16,151
16126,1401,2006-05-02,15,244
246,447,2005-07-29,4,521
38013,1798,2006-09-29,17,94
36955,989,2005-12-03,9,394
30443,501,2006-10-14,6,79
1295,737,2006-06-17,6,198
14206,1043,2006-04-14,11,262
23594,960,2005-07-09,7,541
32864,1838,2006-06-24,14,191
26855,1089,2006-09-22,12,101
1929,1519,2006-07-26,13,159
16514,1062,2006-06-03,9,212
35762,879,2006-05-13,9,233
5278,657,2006-01-22,8,344
37005,503,2006-11-07,6,55
31246,1298,2006-11-17,16,45
34829,2167,2006-12-01,19,31
39090,499,2006-09-19,8,104
33285,608,2006-11-23,8,39
23106,852,2006-06-17,9,198
33797,966,2006-12-16,12,16
15527,1797,2006-12-25,16,7
36708,833,2005-07-21,9,529
38601,1256,2006-09-20,14,103
20220,844,2006-01-09,8,357
11100,815,2006-04-11,7,265
20685,719,2006-12-04,7,28
32882,1477,2006-12-29,14,3
12783,792,2005-11-23,7,404
21303,1200,2006-10-01,14,92
16415,1134,2005-12-08,9,389
5879,678,2006-06-18,6,197
38994,949,2006-10-16,10,77
4680,638,2006-09-16,10,107
36236,923,2006-05-06,10,240
38644,1228,2006-12-13,10,19
3111,772,2006-02-09,9,326
16172,1027,2006-10-04,10,89
14873,837,2006-11-26,7,36
7026,975,2005-10-12,10,446
35890,445,2006-01-08,4,358
15265,1785,2006-11-10,15,52
24019,1098,2006-10-04,13,89
7912,1184,2006-11-01,12,61
3774,1287,2005-11-13,11,414
38713,421,2006-08-29,6,125
19132,763,2006-06-28,7,187
23120,999,2006-07-27,9,158
7875,789,2006-11-20,11,42
7575,577,2006-07-06,8,179
30463,664,2006-11-21,6,41
16693,911,2006-07-11,11,174
2393,806,2006-09-29,8,94
36552,901,2006-03-27,7,280
30556,818,2006-09-12,9,111
31311,695,2005-12-27,7,370
8842,859,2006-10-16,11,77
9741,1123,2006-08-14,11,140
39367,716,2006-05-09,7,237
39861,610,2006-08-17,7,137
30866,575,2006-11-28,12,34
5885,1614,2006-06-26,16,189
5561,641,2006-08-18,7,136
15035,544,2006-09-09,10,114
26129,1215,2006-06-21,16,194
30006,864,2006-01-23,12,343
8462,909,2006-09-10,8,113
34585,906,2005-11-13,8,414
7716,509,2006-03-19,8,288
5955,681,2006-09-18,8,105
30248,373,2006-08-04,9,150
22104,599,2006-06-18,7,197
13088,1523,2006-10-01,14,92
29918,602,2006-09-26,8,97
1479,1051,2005-10-16,12,442
25127,830,2006-09-20,7,103
38414,436,2006-02-14,5,321
486,758,2006-08-26,10,128
